"","variance","skewness","curtosis","entropy","class"
"907",-3.5985,-13.6593,17.6052,-2.4927,"duplicate"
"908",-2.3629,-0.10554,1.9336,1.1358,"duplicate"
"909",-2.1802,3.3791,-1.2256,-2.6621,"duplicate"
"910",-0.40951,-0.15521,0.060545,-0.088807,"duplicate"
"911",-2.2918,-7.257,7.9597,0.9211,"duplicate"
"912",-3.3884,-8.215,10.3315,0.98187,"duplicate"
"913",-2.0046,-0.49457,1.333,1.6543,"duplicate"
"914",-1.7063,2.7956,-2.378,-2.3491,"duplicate"
"915",-1.6386,3.3584,-1.7302,-3.5646,"duplicate"
"916",-0.41645,0.32487,-0.33617,-0.36036,"duplicate"
"917",-1.5877,-6.6072,5.8022,0.31593,"duplicate"
"918",-2.5961,-9.349,9.7942,-0.28018,"duplicate"
"919",-1.5228,-6.4789,5.7568,0.87325,"duplicate"
"920",-0.49081,2.8452,-3.6436,-3.1004,"duplicate"
"921",-6.5773,6.8017,0.85483,-7.5344,"duplicate"
"922",-1.3995,-1.9162,2.5154,0.59912,"duplicate"
"923",-2.3221,-9.3304,9.233,-0.79871,"duplicate"
"924",-3.73,-12.9723,12.9817,-2.684,"duplicate"
"925",-1.6988,-7.1163,5.7902,0.16723,"duplicate"
"926",-0.26654,-0.64562,-0.42014,0.89136,"duplicate"
"927",0.33325,3.3108,-4.5081,-4.012,"duplicate"
"928",-2.3142,-0.68494,1.9833,-0.44829,"duplicate"
"929",-2.4835,-7.4494,6.8964,-0.64484,"duplicate"
"930",-0.36025,-4.449,2.1067,0.94308,"duplicate"
"931",1.0117,0.9022,-2.3506,0.42714,"duplicate"
"932",0.96708,3.8426,-4.9314,-4.1323,"duplicate"
"933",-3.3203,-0.02691,2.9618,-0.44958,"duplicate"
"934",-2.565,-5.7899,6.0122,0.046968,"duplicate"
"935",-1.5951,-6.572,4.7689,-0.94354,"duplicate"
"936",0.7049,0.17174,-1.7859,0.36119,"duplicate"
"937",1.7331,3.9544,-4.7412,-2.5017,"duplicate"
"938",0.6818,4.8504,-5.2133,-6.1043,"duplicate"
"939",-6.3364,9.2848,0.014275,-6.7844,"duplicate"
"940",-3.8053,2.4273,0.6809,-1.0871,"duplicate"
"941",-2.1979,-2.1252,1.7151,0.45171,"duplicate"
"942",-0.87874,-2.2121,-0.051701,0.099985,"duplicate"
"943",0.74067,1.7299,-3.1963,-0.1457,"duplicate"
"944",-0.3489,3.1929,-3.4054,-3.1832,"duplicate"
"945",-3.8552,3.5219,-0.38415,-3.8608,"duplicate"
"946",-6.9599,8.9931,0.2182,-4.572,"duplicate"
"947",-3.2051,-0.14279,0.97565,0.045675,"duplicate"
"948",-1.7549,-0.080711,-0.75774,-0.3707,"duplicate"
"949",-0.59587,2.4811,-2.8673,-0.89828,"duplicate"
"950",-0.89542,2.0279,-2.3652,-1.2746,"duplicate"
"951",-2.0754,1.2767,-0.64206,-1.2642,"duplicate"
"952",-3.2778,1.8023,0.1805,-2.3931,"duplicate"
"953",-2.2183,-1.254,2.9986,0.36378,"duplicate"
"954",-3.5895,-6.572,10.5251,-0.16381,"duplicate"
"955",-5.0477,-5.8023,11.244,-0.3901,"duplicate"
"956",-0.7351,1.7361,-1.4938,-1.1582,"duplicate"
"957",-2.2617,-4.7428,6.3489,0.11162,"duplicate"
"958",-4.244,-13.0634,17.1116,-2.8017,"duplicate"
"959",-4.0218,-8.304,12.555,-1.5099,"duplicate"
"960",-3.0201,-0.67253,2.7056,0.85774,"duplicate"
"961",-2.4941,3.5447,-1.3721,-2.8483,"duplicate"
"962",-0.83121,0.039307,0.05369,-0.23105,"duplicate"
"963",-2.5665,-6.8824,7.5416,0.70774,"duplicate"
"964",-4.4018,-12.9371,15.6559,-1.6806,"duplicate"
"965",-3.7573,-8.2916,10.3032,0.38059,"duplicate"
"966",-2.4725,-0.40145,1.4855,1.1189,"duplicate"
"967",-1.9725,2.8825,-2.3086,-2.3724,"duplicate"
"968",-0.82053,0.65181,-0.48869,-0.52716,"duplicate"
"969",-2.9138,-9.4711,9.7668,-0.60216,"duplicate"
"970",-0.70346,2.957,-3.5947,-3.1457,"duplicate"
"971",-6.7387,6.9879,0.67833,-7.5887,"duplicate"
"972",-2.7723,3.2777,-0.9351,-3.1457,"duplicate"
"973",-2.4349,-9.2497,8.9922,-0.50001,"duplicate"
"974",-3.793,-12.7095,12.7957,-2.825,"duplicate"
"975",-1.9551,-6.9756,5.5383,-0.12889,"duplicate"
"976",-0.69078,-0.50077,-0.35417,0.47498,"duplicate"
"977",0.025013,3.3998,-4.4327,-4.2655,"duplicate"
"978",-2.456,-0.24418,1.4041,-0.45863,"duplicate"
"979",-2.62,-6.8555,6.2169,-0.62285,"duplicate"
"980",-2.9662,-10.3257,8.784,-2.1138,"duplicate"
"981",0.6005,0.99945,-2.2126,0.097399,"duplicate"
"982",-5.4414,7.2363,0.10938,-7.5642,"duplicate"
"983",-2.7769,-5.6967,5.9179,0.37671,"duplicate"
"984",-1.8356,-6.7562,5.0585,-0.55044,"duplicate"
"985",0.30081,0.17381,-1.7542,0.48921,"duplicate"
"986",-6.5235,9.6014,-0.25392,-6.9642,"duplicate"
"987",-4.0679,2.4955,0.79571,-1.1039,"duplicate"
"988",-2.564,-1.7051,1.5026,0.32757,"duplicate"
"989",0.23874,2.0879,-3.3522,-0.66553,"duplicate"
"990",0.6212,3.6771,-4.0771,-2.0711,"duplicate"
"991",-0.77848,3.4019,-3.4859,-3.5569,"duplicate"
"992",-4.1244,3.7909,-0.6532,-4.1802,"duplicate"
"993",-7.0421,9.2,0.25933,-4.6832,"duplicate"
"994",-4.9462,3.5716,0.82742,-1.4957,"duplicate"
"995",-3.5359,0.30417,0.6569,-0.2957,"duplicate"
"996",-2.0662,0.16967,-1.0054,-0.82975,"duplicate"
"997",-0.88728,2.808,-3.1432,-1.2035,"duplicate"
"998",-2.4458,1.6285,-0.88541,-1.4802,"duplicate"
"999",-3.551,1.8955,0.1865,-2.4409,"duplicate"
"1000",-2.2811,-0.85669,2.7185,0.044382,"duplicate"
"1001",-3.6053,-5.974,10.0916,-0.82846,"duplicate"
"1002",-5.0676,-5.1877,10.4266,-0.86725,"duplicate"
"1003",-1.1306,1.8458,-1.3575,-1.3806,"duplicate"
"1004",-2.4561,-4.5566,6.4534,-0.056479,"duplicate"
"1005",-4.4775,-13.0303,17.0834,-3.0345,"duplicate"
"1006",-4.1958,-8.1819,12.1291,-1.6017,"duplicate"
"1007",-3.38,-0.7077,2.5325,0.71808,"duplicate"
"1008",-0.77688,0.13036,-0.031137,-0.35389,"duplicate"
"1009",-2.7083,-6.8266,7.5339,0.59007,"duplicate"
"1010",-4.5531,-12.5854,15.4417,-1.4983,"duplicate"
"1011",-3.8894,-7.8322,9.8208,0.47498,"duplicate"
"1012",-2.1652,3.0211,-2.4132,-2.4241,"duplicate"
"1013",-1.8974,3.5074,-1.7842,-3.8491,"duplicate"
"1014",-1.8387,-6.301,5.6506,0.19567,"duplicate"
"1015",-3,-9.1566,9.5766,-0.73018,"duplicate"
"1016",-1.9116,-6.1603,5.606,0.48533,"duplicate"
"1017",-1.005,0.084831,-0.2462,0.45688,"duplicate"
"1018",-0.87834,3.257,-3.6778,-3.2944,"duplicate"
"1019",-6.651,6.7934,0.68604,-7.5887,"duplicate"
"1020",-2.5463,3.1101,-0.83228,-3.0358,"duplicate"
"1021",-1.4377,-1.432,2.1144,0.42067,"duplicate"
"1022",-3.9411,-12.8792,13.0597,-3.3125,"duplicate"
"1023",-0.74324,-0.32902,-0.42785,0.23317,"duplicate"
"1024",-0.071503,3.7412,-4.5415,-4.2526,"duplicate"
"1025",-4.2333,4.9166,-0.49212,-5.3207,"duplicate"
"1026",-2.3675,-0.43663,1.692,-0.43018,"duplicate"
"1027",-3.0986,-10.4602,8.9717,-2.3427,"duplicate"
"1028",-0.89809,-4.4862,2.2009,0.50731,"duplicate"
"1029",0.56232,1.0015,-2.2726,-0.0060486,"duplicate"
"1030",0.53936,3.8944,-4.8166,-4.3418,"duplicate"
"1031",-5.3012,7.3915,0.029699,-7.3987,"duplicate"
"1032",-3.3553,0.35591,2.6473,-0.37846,"duplicate"
"1033",-1.9983,-6.6072,4.8254,-0.41984,"duplicate"
"1034",0.15423,0.11794,-1.6823,0.59524,"duplicate"
"1035",1.208,4.0744,-4.7635,-2.6129,"duplicate"
"1036",0.2952,4.8856,-5.149,-6.2323,"duplicate"
"1037",-6.4247,9.5311,0.022844,-6.8517,"duplicate"
"1038",-3.9933,2.6218,0.62863,-1.1595,"duplicate"
"1039",-2.659,-1.6058,1.3647,0.16464,"duplicate"
"1040",-1.4094,-2.1252,-0.10397,-0.19225,"duplicate"
"1041",0.52374,3.644,-4.0746,-1.9909,"duplicate"
"1042",-0.76794,3.4598,-3.4405,-3.4276,"duplicate"
"1043",-7.0364,9.2931,0.16594,-4.5396,"duplicate"
"1044",-4.9447,3.3005,1.063,-1.444,"duplicate"
"1045",-3.5933,0.22968,0.7126,-0.3332,"duplicate"
"1046",-2.1674,0.12415,-1.0465,-0.86208,"duplicate"
"1047",-1.0802,2.1996,-2.5862,-1.2759,"duplicate"
"1048",-2.3277,1.4381,-0.82114,-1.2862,"duplicate"
"1049",-3.7244,1.9037,-0.035421,-2.5095,"duplicate"
"1050",-2.5724,-0.95602,2.7073,-0.16639,"duplicate"
"1051",-5.2943,-5.1463,10.3332,-1.1181,"duplicate"
"1052",-3.8953,4.0392,-0.3019,-2.1836,"duplicate"
"1053",-1.2244,1.7485,-1.4801,-1.4181,"duplicate"
"1054",-2.6406,-4.4159,5.983,-0.13924,"duplicate"
"1055",-4.6338,-12.7509,16.7166,-3.2168,"duplicate"
"1056",-4.2887,-7.8633,11.8387,-1.8978,"duplicate"
"1057",-3.3458,-0.50491,2.6328,0.53705,"duplicate"
"1058",-1.1188,3.3357,-1.3455,-1.9573,"duplicate"
"1059",-1.5078,-7.3191,7.8981,1.2289,"duplicate"
"1060",-3.506,-12.5667,15.1606,-0.75216,"duplicate"
"1061",-2.9498,-8.273,10.2646,1.1629,"duplicate"
"1062",-1.6029,-0.38903,1.62,1.9103,"duplicate"
"1063",-1.2667,2.8183,-2.426,-1.8862,"duplicate"
"1064",-0.49281,3.0605,-1.8356,-2.834,"duplicate"
"1065",0.66365,-0.045533,-0.18794,0.23447,"duplicate"
"1066",-1.9966,-9.5001,9.682,-0.12889,"duplicate"
"1067",-0.025314,-0.17383,-0.11339,1.2198,"duplicate"
"1068",-5.525,6.3258,0.89768,-6.6241,"duplicate"
"1069",-1.2943,2.6735,-0.84085,-2.0323,"duplicate"
"1070",-0.24037,-1.7837,2.135,1.2418,"duplicate"
"1071",-1.3968,-9.6698,9.4652,-0.34872,"duplicate"
"1072",-2.9672,-13.2869,13.4727,-2.6271,"duplicate"
"1073",-1.1005,-7.2508,6.0139,0.36895,"duplicate"
"1074",0.22432,-0.52147,-0.40386,1.2017,"duplicate"
"1075",0.90407,3.3708,-4.4987,-3.6965,"duplicate"
"1076",-2.8619,4.5193,-0.58123,-4.2629,"duplicate"
"1077",-1.0833,-0.31247,1.2815,0.41291,"duplicate"
"1078",-1.5681,-7.2446,6.5537,-0.1276,"duplicate"
"1079",-2.0545,-10.8679,9.4926,-1.4116,"duplicate"
"1080",0.2346,-4.5152,2.1195,1.4448,"duplicate"
"1081",1.5514,3.8013,-4.9143,-3.7483,"duplicate"
"1082",-4.1479,7.1225,-0.083404,-6.4172,"duplicate"
"1083",-2.2625,-0.099335,2.8127,0.48662,"duplicate"
"1084",-1.7479,-5.823,5.8699,1.212,"duplicate"
"1085",-0.95923,-6.7128,4.9857,0.32886,"duplicate"
"1086",1.3451,0.23589,-1.8785,1.3258,"duplicate"
"1087",1.2572,4.8731,-5.2861,-5.8741,"duplicate"
"1088",-5.3857,9.1214,-0.41929,-5.9181,"duplicate"
"1089",-2.9786,2.3445,0.52667,-0.40173,"duplicate"
"1090",-1.5851,-2.1562,1.7082,0.9017,"duplicate"
"1091",-0.21888,-2.2038,-0.0954,0.56421,"duplicate"
"1092",1.3183,1.9017,-3.3111,0.065071,"duplicate"
"1093",1.4896,3.4288,-4.0309,-1.4259,"duplicate"
"1094",0.11592,3.2219,-3.4302,-2.8457,"duplicate"
"1095",-3.3924,3.3564,-0.72004,-3.5233,"duplicate"
"1096",-6.1632,8.7096,-0.21621,-3.6345,"duplicate"
"1097",-4.0786,2.9239,0.87026,-0.65389,"duplicate"
"1098",-1.0116,-0.19038,-0.90597,0.003003,"duplicate"
"1099",0.066129,2.4914,-2.9401,-0.62156,"duplicate"
"1100",-0.24745,1.9368,-2.4697,-0.80518,"duplicate"
"1101",-1.5732,1.0636,-0.71232,-0.8388,"duplicate"
"1102",-1.1667,-1.4237,2.9241,0.66119,"duplicate"
"1103",-2.8391,-6.63,10.4849,-0.42113,"duplicate"
"1104",-4.5046,-5.8126,10.8867,-0.52846,"duplicate"
"1105",-2.41,3.7433,-0.40215,-1.2953,"duplicate"
"1106",0.40614,1.3492,-1.4501,-0.55949,"duplicate"
"1107",-1.3887,-4.8773,6.4774,0.34179,"duplicate"
"1108",-3.7503,-13.4586,17.5932,-2.7771,"duplicate"
"1109",-3.5637,-8.3827,12.393,-1.2823,"duplicate"
"1110",-2.5419,-0.65804,2.6842,1.1952,"duplicate"
